oldProductId,productNo,productName,sourceCategoryName,sourceSubcategoryName,categoryId,categoryName,subcategoryId,subcategoryName,categoryConfidence,categoryReason,needsCategoryReview,activityCategoryIds,activityCategoryNames
12091,55164,祥亮 冷凍青花菜(1Kg/袋),地中海飲食推薦,地中海飲食推薦,frozen,冷凍食材,frozen-vegetarian,蔬食,0.82,原始分類為「地中海飲食推薦 / 地中海飲食推薦」，商品名稱或配送資訊顯示為冷凍蔬果/蔬食,false,activity-mediterranean,地中海飲食推薦
12092,55200,天時莓果-冷凍野生藍莓,地中海飲食推薦,地中海飲食推薦,frozen,冷凍食材,frozen-vegetarian,蔬食,0.82,原始分類為「地中海飲食推薦 / 地中海飲食推薦」，商品名稱或配送資訊顯示為冷凍蔬果/蔬食,false,activity-mediterranean,地中海飲食推薦
11869,02152,有機大燕麥片(400g),隔夜燕麥片專區,隔夜燕麥片專區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含燕麥或雜糧關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12815,02153,有機細燕麥片(400g),隔夜燕麥片專區,隔夜燕麥片專區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含燕麥或雜糧關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12904,02135,脆穀優果麥片-經典優果,隔夜燕麥片專區,隔夜燕麥片專區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含燕麥或雜糧關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12903,02136,脆穀優果麥片-香甜紫藷,隔夜燕麥片專區,隔夜燕麥片專區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含燕麥或雜糧關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12902,021352,脆穀優果麥片經典優果+香甜紫藷兩件組,隔夜燕麥片專區,隔夜燕麥片專區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含燕麥或雜糧關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12097,24911,有機無加糖豆漿(箱)免運,隔夜燕麥片專區,隔夜燕麥片專區,beverage,即飲/沖泡,beverage-ready,即飲,0.92,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含即飲或箱裝飲品關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
9545,01151,果然優綜合堅果,隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含堅果品項關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11866,01161,果然優全堅果,隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含堅果品項關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11872,01194,果然優杏仁,隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含堅果品項關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11873,01195,果然優腰果,隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含堅果品項關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11867,01205,無調味綜合堅果隨手包,隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含堅果品項關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11868,01210,原味綜合堅果隨手包,隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含堅果品項關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12879,01176,葡萄乾(袋),隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11871,01180,蔓越莓乾(袋),隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11870,01175,藍莓乾,隔夜燕麥片專區,隔夜燕麥片專區,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
11863,02139,有機奇亞籽,隔夜燕麥片專區,隔夜燕麥片專區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含燕麥或雜糧關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12816,03017,小麥胚芽,隔夜燕麥片專區,隔夜燕麥片專區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱含燕麥或雜糧關鍵字,false,activity-overnight-oats,隔夜燕麥片專區
12817,20005,高鈣黑芝麻粉,隔夜燕麥片專區,隔夜燕麥片專區,snacks,樂活零嘴,,,0.82,原始分類為「隔夜燕麥片專區 / 隔夜燕麥片專區」，商品名稱屬於零嘴、餅乾或點心,false,activity-overnight-oats,隔夜燕麥片專區
12849,55143,鮮奶小饅頭,特惠專區,買1送1必買區,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 買1送1必買區」，商品名稱屬於零嘴、餅乾或點心,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
12848,26354,淨．益生菌,特惠專區,買1送1必買區,supplements,保健食品,,,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含保健食品或營養補給關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
12847,22097,葵花籽油,特惠專區,買1送1必買區,pantry,廚房料理品,pantry-oil,油品,0.92,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含油品關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
12846,03082,有機寬麵,特惠專區,買1送1必買區,grains,主食雜糧,grains-noodles,麵條,0.9,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含麵條關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
9434,01183,薑黃綜合堅果,特惠專區,買1送1必買區,nuts,堅果/果乾,nuts-mixed,堅果,0.94,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含堅果品項關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
9264,24270,有機高纖高鈣亞麻仁堅果粉(1組贈精美提袋x1),特惠專區,買1送1必買區,supplements,保健食品,,,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含保健食品或營養補給關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
9265,24280,葡萄糖胺黑穀芝麻粉(1組贈精美提袋x1),特惠專區,買1送1必買區,supplements,保健食品,,,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含保健食品或營養補給關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
9437,02152,有機大燕麥片(400g),特惠專區,買1送1必買區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含燕麥或雜糧關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
9438,02153,有機細燕麥片(400g),特惠專區,買1送1必買區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含燕麥或雜糧關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
9439,02154,有機粗燕麥片(400g),特惠專區,買1送1必買區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含燕麥或雜糧關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
7014,02136,脆穀優果麥片-香甜紫藷,特惠專區,買1送1必買區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含燕麥或雜糧關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
7013,02135,脆穀優果麥片-經典優果,特惠專區,買1送1必買區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含燕麥或雜糧關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
6875,021352,脆穀優果麥片經典優果+香甜紫藷兩件組,特惠專區,買1送1必買區,grains,主食雜糧,grains-cereal,雜糧,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含燕麥或雜糧關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
7754,26320,淨暢乳酸菌PLUS雙寡糖,特惠專區,買1送1必買區,supplements,保健食品,,,0.88,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含保健食品或營養補給關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
12583,08158,雞高湯,特惠專區,買1送1必買區,pantry,廚房料理品,pantry-seasoning,調味品,0.92,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含醋或料理調味關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
10421,08339,智利鮭魚輪切(L)(300g),特惠專區,買1送1必買區,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 買1送1必買區」，商品名稱含水產或海鮮食材關鍵字,false,"activity-buy-one-get-one,activity-promo","買1送1必買區,特惠專區"
9050,17048,有機枸杞原汁(10件組),特惠專區,多件組優惠,elderly,銀髮專區,elderly-drinks,喝的保養,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於喝的營養補給品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12832,242501,Bragg有機蘋果醋 946ml/瓶(6件組),特惠專區,多件組優惠,pantry,廚房料理品,pantry-seasoning,調味品,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含醋或料理調味關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
9923,242501,Bragg有機蘋果醋 946ml/瓶(3件組),特惠專區,多件組優惠,pantry,廚房料理品,pantry-seasoning,調味品,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含醋或料理調味關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12831,24811,有機燕麥豆漿(箱)(免運)(2件組),特惠專區,多件組優惠,beverage,即飲/沖泡,beverage-ready,即飲,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含即飲或箱裝飲品關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12830,25515,星米果-牛奶風味(6件組),特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12829,25865,海鹽檸檬糖25Ｇ(袋裝) 6件組,特惠專區,多件組優惠,snacks,樂活零嘴,,,0.82,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於零嘴、餅乾或點心,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12828,23240,Coco dee Salam 椰子水(6件組),特惠專區,多件組優惠,beverage,即飲/沖泡,beverage-ready,即飲,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含即飲或箱裝飲品關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12790,24320,明日葉精力湯經濟分享包(2件組),特惠專區,多件組優惠,elderly,銀髮專區,elderly-drinks,喝的保養,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱屬於喝的營養補給品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12754,08298,蔥油土雞腿(3件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-ready,即食調理,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱或配送資訊顯示為冷凍食材/調理品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12753,08004,豬梅花火鍋肉片(6件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-ready,即食調理,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱或配送資訊顯示為冷凍食材/調理品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12747,08334,藻晨雞(雞腿切塊)(6件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-ready,即食調理,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱或配送資訊顯示為冷凍食材/調理品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12748,08335,藻晨雞(去骨雞腿)(6件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-ready,即食調理,0.9,原始分類為「特惠專區 / 多件組優惠」，商品名稱或配送資訊顯示為冷凍食材/調理品,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12749,08080,金目鱸魚片(6件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12752,08331,鹽漬鯖魚片(6件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12750,08318,大比目魚(扁鱈)中段(6件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12751,08188,台灣鯛魚片(S)(6件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12488,01256,葡萄乾隨手包(6件組),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12487,01256,葡萄乾隨手包(12件組),特惠專區,多件組優惠,nuts,堅果/果乾,nuts-dried-fruits,果乾,0.92,原始分類為「特惠專區 / 多件組優惠」，商品名稱含果乾、栗子、紅棗或枸杞關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
12134,08339,智利鮭魚輪切(L)(300g)(10件組),特惠專區,多件組優惠,frozen,冷凍食材,frozen-seafood,安心水產,0.95,原始分類為「特惠專區 / 多件組優惠」，商品名稱含水產或海鮮食材關鍵字,false,"activity-bundle,activity-promo","多件組優惠,特惠專區"
